"Id.Proceso.CNA","Institución","Estado de acreditación","Años de acreditación","Duración del programa (trimestres)","¿Tiene inclusión o diversidad en el perfil de egreso?","¿Tiene ramos de inclusión?","Cantidad de ramos de inclusión","Carrera"
"PREG-01912-02-00","UNIVERSIDAD DE LOS ANDES","Acreditada",5,8,"Si","No",0,"PROGRAMA PEDAGOGÍA MEDIA EN RELIGIÓN CATÓLICA"
"PREG-00582-05-00","UNIVERSIDAD DE SANTIAGO DE CHILE","Acreditada",5,10,"Si","No",0,"PROGRAMA ESPECIAL DE REGULARIZACIÓN DE TÍTULO DE PROFESOR DE ESTADO PARA LA EDUCACIÓN TÉCNICO PROFESIONAL"
"PREG-01932-02-00","UNIVERSIDAD DE TALCA","Acreditada",5,16,"Si","Si",2,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA, MENCIÓN INGLÉS"
"PREG-01283-04-00","UNIVERSIDAD AUSTRAL DE CHILE","Acreditada",3,20,"Si","Si",1,"PEDAGOGÍA EN EDUCACIÓN BÁSICA CON MENCIONES"
"PREG-00673-04-00","UNIVERSIDAD DEL DESARROLLO","Acreditada",6,20,"Si","Si",1,"PEDAGOGÍA EN EDUCACIÓN BÁSICA CON MENCIONES"
"PREG-00674-04-00","UNIVERSIDAD DEL DESARROLLO","Acreditada",,4,"No","Si",1,"PROGRAMA DE FORMACIÓN PEDAGÓGICA PARA LICENCIADOS Y PROFESIONALES"
"PREG-01948-02-00","UNIVERSIDAD DE TALCA","Acreditada",4,4,"Si","No",0,"PROGRAMA ESPECIAL DE FORMACIÓN PEDAGÓGICA EN EDUCACIÓN MEDIA EN ALEMÁN"
"PREG-00539-04-00","UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",6,18,"Si","No",0,"PEDAGOGÍA EN EDUCACIÓN FÍSICA DAMAS / PEDAGOGÍA EN EDUCACIÓN FÍSICA VARONES"
"PREG-01991-02-00","UNIVERSIDAD CATÓLICA DE TEMUCO","Acreditada",2,16,"Si","Si",2,"PEDAGOGÍA EN EDUCACIÓN FÍSICA, PROSECUCIÓN DE ESTUDIOS"
"PREG-01994-02-00","UNIVERSIDAD DE TARAPACÁ","Acreditada",2,,,,,"PROGRAMA DE PROSECUCIÓN DE ESTUDIOS CARRERA PEDAGOGÍA EN EDUCACIÓN BÁSICA"
"PREG-02016-02-00","UNIVERSIDAD DE O HIGGINS","Acreditada",5,20,"Si","Si",2,"PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON MENCIONES"
"PREG-00824-05-00","UNIVERSIDAD DE LOS ANDES","Acreditada",5,8,"Si","No",0,"PEDAGOGÍA MEDIA PARA LICENCIADOS"
"PREG-02018-02-00","UNIVERSIDAD SAN SEBASTIÁN","Acreditada",3,8,"Si","Si",1,"PROGRAMA DE PROSECUCIÓN DE ESTUDIOS DE PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL; MENCIÓN ACCESIBILIDAD A LOS APRENDIZAJES"
"PREG-00215-04-00","UNIVERSIDAD BERNARDO O HIGGINS","Acreditada",4,20,"Si","Si",2,"PEDAGOGÍA EN EDUCACIÓN FÍSICA, DEPORTE Y RECREACIÓN PARA ENSEÑANZA BÁSICA Y MEDIA"
"PREG-02017-02-00","UNIVERSIDAD DE LOS ANDES","Acreditada",5,20,"No","Si",1,"PEDAGOGÍA BÁSICA BILINGÜE INGLÉS/ESPAÑOL"
"PREG-02024-02-00","UNIVERSIDAD AUSTRAL DE CHILE","Acreditada",2,8,"Si","Si",2,"PROGRAMA DE FORMACIÓN DE PROFESORES PARA ENSEÑANZA MEDIA"
"PREG-02025-02-00","UNIVERSIDAD DE VALPARAÍSO","Acreditada",4,20,"Si","Si",1,"PEDAGOGÍA EN MATEMÁTICAS O LICENCIATURA EN MATEMÁTICAS"
"PREG-01666-02-00","UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO","Acreditada",5,8,"Si","Si",3,"PROGRAMA DE SEGUNDA TITULACIÓN PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL MENCIÓN EN TRASTORNOS ESPECÍFICOS DEL LENGUAJE ORAL"
"PREG-00754-05-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",5,20,"No","Si",2,"LICENCIATURA EN EDUCACIÓN Y PEDAGOGÍA EN EDUCACIÓN BÁSICA CON MENCIÓN"
"PREG-01934-02-00","UNIVERSIDAD DE SANTIAGO DE CHILE","Acreditada",4,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN FÍSICA / LICENCIATURA EN EDUCACIÓN EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y LA SALUD"
"PREG-02031-02-00","UNIVERSIDAD VIÑA DEL MAR","Acreditada",3,14,"Si","Si",7,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL, MENCIÓN DISCAPACIDAD INTELECTUAL"
"PREG-01385-03-00","UNIVERSIDAD ALBERTO HURTADO","Acreditada",4,20,"No","Si",1,"PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES EN EDUCACIÓN MEDIA"
"PREG-02033-02-00","UNIVERSIDAD DE LOS LAGOS","Acreditada",2,12,"Si","Si",1,"PROGRAMA DE PROSECUCIÓN DE ESTUDIOS EN EDUCACIÓN PARVULARIA"
"PREG-02036-02-00","UNIVERSIDAD DE LOS LAGOS","Acreditada",2,12,"No","Si",1,"PROGRAMA DE PROSECUCIÓN DE ESTUDIOS EN EDUCACIÓN FÍSICA"
"PREG-02034-02-00","UNIVERSIDAD DE LOS LAGOS","Acreditada",3,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN LENGUAJE Y MATEMÁTICA"
"PREG-00267-06-00","UNIVERSIDAD CATÓLICA DEL MAULE","Acreditada",6,20,"Si","Si",2,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN PSICOMOTRICIDAD Y VIDA SALUDABLE O INGLÉS INICIAL"
"PREG-00751-05-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",7,20,"Si","Si",2,"LICENCIATURA EN EDUCACIÓN Y PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD EN DISCAPACIDAD MENTAL Y DESARROLLO COGNITIVO"
"PREG-02037-01-00","UNIVERSIDAD SANTO TOMÁS","No acreditada",,12,"Si","Si",2,"PROGRAMA DE PEDAGOGÍA EN EDUCACIÓN FÍSICA PLAN DE PROSECUCIÓN DE ESTUDIOS"
"PREG-00669-05-00","UNIVERSIDAD DEL BÍO-BÍO","Acreditada",7,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN EN DIDÁCTICA EN PRIMERA INFANCIA"
"PREG-00711-04-00","UNIVERSIDAD FINIS TERRAE","Acreditada",5,20,"No","Si",1,"PEDAGOGIA EN EDUCACION BÁSICA"
"PREG-00742-05-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",5,20,"Si","Si",1,"LICENCIATURA EN EDUCACIÓN CON MENCIÓN EN HISTORIA O GEOGRAFÍA Y PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA"
"PREG-02042-01-00","UNIVERSIDAD AUTÓNOMA DE CHILE","Acreditada",3,20,"Si","Si",5,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN ACCESIBILIDAD AL APRENDIZAJE Y LA PARTICIPACIÓN"
"PREG-02043-01-00","UNIVERSIDAD VIÑA DEL MAR","Acreditada",4,9,"Si","Si",1,"EDUCACIÓN PARVULARIA (PROGRAMA DE PROSECUCIÓN DE ESTUDIOS)"
"PREG-00755-05-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",6,20,"Si","Si",1,"LICENCIATURA EN EDUCACIÓN Y PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN EN INTEGRACIÓN CURRICULAR"
"PREG-00753-05-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",5,20,"Si","Si",7,"LICENCIATURA EN EDUCACIÓN Y PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD EN PERSONAS CIEGAS Y RETOS MÚLTIPLES"
"PREG-00253-04-00","UNIVERSIDAD CATÓLICA DE TEMUCO","Acreditada",3,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA INTERCULTURAL EN CONTEXTO MAPUCHE"
"PREG-00297-05-00","UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ","Acreditada",4,20,"Si","Si",1,"PEDAGOGÍA EN EDUCACIÓN ARTÍSTICA CON MENCIONES EN ARTES VISUALES Y ARTES MUSICALES"
"PREG-00381-03-00","UNIVERSIDAD DE CHILE","Acreditada",6,6,"No","Si",1,"LICENCIATURA EN EDUCACIÓN MEDIA CON MENCIÓN. PROFESOR (A) DE EDUCACIÓN MEDIA EN LAS ASIGNATURAS CIENTÍFICO-HUMANISTAS CON MENCIÓN"
"PREG-00570-04-00","UNIVERSIDAD DE SANTIAGO DE CHILE","Acreditada",5,20,"No","Si",1,"PEDAGOGÍA EN FILOSOFÍA / LICENCIATURA EN EDUCACIÓN EN FILOSOFÍA"
"PREG-00747-06-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",5,20,"No","Si",3,"LICENCIATURA EN EDUCACIÓN EN MATEMÁTICA Y PEDAGOGÍA EN MATEMÁTICA CON MENCIÓN ESTADÍSTICA EDUCACIONAL O MENCIÓN INFORMÁTICA EDUCATIVA"
"PREG-00157-03-00","UNIVERSIDAD ANDRÉS BELLO","Acreditada",,6,"No","Si",1,"PEDAGOGÍA EN EDUCACIÓN MEDIA PARA LICENCIADOS Y TITULADOS"
"PREG-00148-05-00","UNIVERSIDAD ANDRÉS BELLO","Acreditada",3,20,"Si","Si",3,"EDUCACIÓN GENERAL BÁSICA CON MENCIÓN EN ORIENTACIÓN Y CONVIVENCIA ESCOLAR"
"PREG-02049-01-00","UNIVERSIDAD DE O HIGGINS","Acreditada",3,20,"No","Si",1,"PEDAGOGÍA EN CIENCIAS NATURALES CON MENCIONES"
"PREG-00757-05-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",6,20,"Si","Si",4,"LICENCIATURA EN EDUCACIÓN Y PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD EN COMUNICACIÓN Y LENGUAJE, O EDUCACIÓN DE LAS PERSONAS SORDAS, O EN APRENDIZAJE"
"PREG-02054-01-00","UNIVERSIDAD CATÓLICA DE TEMUCO","Acreditada",3,8,"No","No",0,"PEDAGOGÍA EN ARTES VISUALES MODALIDAD PROSECUCIÓN DE ESTUDIOS"
"PREG-00167-05-00","UNIVERSIDAD ARTURO PRAT","Acreditada",4,20,"Si","Si",1,"PEDAGOGÍA EN INGLÉS PARA ENSEÑANZA PRE-ESCOLAR, BÁSICA Y MEDIA"
"PREG-02015-02-00","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Acreditada",3,20,"No","Si",1,"PEDAGOGÍA EN EDUCACIÓN FÍSICA Y SALUD PARA EDUCACIÓN BÁSICA Y MEDIA"
"PREG-00573-04-00","UNIVERSIDAD DE SANTIAGO DE CHILE","Acreditada",4,20,"No","Si",1,"PEDAGOGÍA EN MATEMÁTICA Y COMPUTACIÓN/LICENCIATURA EN EDUCACIÓN EN MATEMÁTICA Y COMPUTACIÓN"
"PREG-00504-03-00","UNIVERSIDAD DE LOS ANDES","Acreditada",6,20,"No","Si",1,"PEDAGOGÍA BÁSICA CON MENCIONES"
"PREG-00502-03-00","UNIVERSIDAD DE LOS ANDES","Acreditada",7,20,"No","Si",1,"EDUCACIÓN DE PÁRVULOS CON MENCIONES"
"PREG-00274-04-00","UNIVERSIDAD CATÓLICA DEL MAULE","Acreditada",4,18,"Si","Si",1,"PEDAGOGÍA EN CIENCIAS CON MENCIÓN EN BIOLOGÍA, FÍSICA O QUÍMICA"
"PREG-00105-05-00","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Acreditada",5,20,"Si","Si",1,"PEDAGOGÍA EN FÍSICA Y CIENCIAS NATURALES"
"PREG-01363-02-00","UNIVERSIDAD CATÓLICA DE TEMUCO","No acreditada",3,24,"Si","Si",1,"PEDAGOGÍA EN RELIGIÓN CATÓLICA MODALIDAD PARALELA"
"PREG-00657-05-00","UNIVERSIDAD DEL BÍO-BÍO","Acreditada",3,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA CON MENCIÓN EN LENGUAJE Y COMUNICACIÓN O EDUCACIÓN MATEMÁTICA"
"PREG-02061-01-00","UNIVERSIDAD FINIS TERRAE","Acreditada",3,6,"Si","Si",1,"PROGRAMA DE FORMACIÓN PEDAGÓGICA EN EDUCACIÓN MEDIA PARA LICENCIADOS Y PROFESIONALES"
"PREG-02063-01-00","UNIVERSIDAD CATÓLICA DEL NORTE","Acreditada",3,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN EN DESARROLLO EMOCIONAL Y COGNITIVO"
"PREG-02064-01-00","UNIVERSIDAD CATÓLICA DEL NORTE","Acreditada",3,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DESARROLLO EMOCIONAL Y COGNITIVO"
"PREG-01990-03-00","UNIVERSIDAD CATÓLICA DE TEMUCO","Acreditada",4,12,"Si","Si",2,"EDUCACIÓN DE PÁRVULOS, PROSECUCIÓN DE ESTUDIOS"
"PREG-02019-02-00","UNIVERSIDAD DE TALCA","Acreditada",4,20,"Si","Si",1,"PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA Y FÍSICA"
"PREG-00519-04-00","UNIVERSIDAD DE MAGALLANES","Acreditada",4,20,"Si","Si",2,"PEDAGOGÍA EN EDUCACIÓN BÁSICA, MENCIÓN LENGUAJE Y MATEMÁTICA"
"PREG-02059-01-00","UNIVERSIDAD SAN SEBASTIÁN","Acreditada",2,,,,,"EDUCACIÓN PARVULARIA – PROGRAMA DE PROSECUCIÓN DE ESTUDIOS"
"PREG-02067-01-00","UNIVERSIDAD DE TALCA","Acreditada",2,8,"Si","No",0,"PROGRAMA DE FORMACIÓN PEDAGÓGICA PARA PROFESIONALES Y/O LICENCIADOS(AS)"
"PREG-02068-01-00","UNIVERSIDAD ARTURO PRAT","Acreditada",2,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL MENCIÓN DIFICULTADES DE APRENDIZAJE"
"PREG-00745-05-00","UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN","Acreditada",5,,,,,"LICENCIATURA EN EDUCACIÓN EN BIOLOGÍA Y PEDAGOGÍA EN BIOLOGÍA CON MENCIONES"
"PREG-02072-01-00","UNIVERSIDAD DEL BÍO-BÍO","Acreditada",2,20,"Si","Si",8,"PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON MENCIÓN EN DIFICULTADES ESPECÍFICAS DEL APRENDIZAJE"
"PREG-00209-03-00","UNIVERSIDAD AUTÓNOMA DE CHILE","Acreditada",,20,"Si","Si",3,"PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA O LENGUAJE Y COMUNICACIÓN"
"PREG-01977-02-00","UNIVERSIDAD SAN SEBASTIÁN","Acreditada",3,5,"Si","Si",1,"PROGRAMA DE FORMACIÓN PEDAGÓGICA PARA LICENCIADOS Y/O PROFESIONALES EN EL ÁREA DE MATEMÁTICA"
"PREG-00220-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA"
"PREG-00320-01-00","UNIVERSIDAD DE ACONCAGUA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA"
"PREG-00692-01-00","UNIVERSIDAD DEL PACÍFICO","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA"
"PREG-01243-01-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA"
"PREG-01887-01-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA"
"PREG-00722-02-00","UNIVERSIDAD SEK","No acreditada",,,,,,"EDUCACIÓN PARVULARIA"
"PREG-00776-03-00","UNIVERSIDAD SANTO TOMÁS","No acreditada",,20,"Si","Si",1,"EDUCACIÓN PARVULARIA"
"PREG-00717-01-00","UNIVERSIDAD GABRIELA MISTRAL","No acreditada",,,,,,"EDUCACIÓN PARVULARIA"
"PREG-00676-02-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"EDUCACIÓN PARVULARIA"
"PREG-00391-02-00","UNIVERSIDAD UCINF","No acreditada",,,,,,"EDUCACIÓN PARVULARIA"
"PREG-00321-04-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"EDUCACIÓN PARVULARIA"
"PREG-00716-01-00","UNIVERSIDAD GABRIELA MISTRAL","No acreditada",,,,,,"EDUCACIÓN GENERAL BÁSICA"
"PREG-01158-02-00","UNIVERSIDAD LOS LEONES","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA"
"PREG-00389-02-00","UNIVERSIDAD UCINF","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA"
"PREG-01821-01-00","UNIVERSIDAD DE MAGALLANES","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA"
"PREG-00390-02-00","UNIVERSIDAD UCINF","No acreditada",,,,,,"EDUCACIÓN DIFERENCIAL"
"PREG-01159-02-00","UNIVERSIDAD LOS LEONES","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL"
"PREG-00680-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL"
"PREG-00166-01-00","UNIVERSIDAD ARTURO PRAT","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA"
"PREG-00155-01-00","UNIVERSIDAD ANDRÉS BELLO","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA"
"PREG-00130-05-00","UNIVERSIDAD ADVENTISTA DE CHILE","No acreditada",,20,"Si","Si",1,"PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA"
"PREG-00393-02-00","UNIVERSIDAD UCINF","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA"
"PREG-00762-02-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA"
"PREG-00724-02-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA"
"PREG-00763-02-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00778-03-00","UNIVERSIDAD SANTO TOMÁS","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00994-02-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00394-02-00","UNIVERSIDAD UCINF","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00499-05-00","UNIVERSIDAD DE LAS AMÉRICAS","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00646-05-00","UNIVERSIDAD VIÑA DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00686-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00303-04-00","UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ","No acreditada",,20,"No",,,"PEDAGOGÍA EN INGLÉS"
"PREG-00315-05-00","UNIVERSIDAD CENTRAL DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS"
"PREG-00678-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN ARTES PLÁSTICAS"
"PREG-00535-05-00","UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACIÓN","No acreditada",,,,,,"PEDAGOGÍA EN ARTES PLÁSTICAS"
"PREG-00050-02-00","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN CIENCIAS NATURALES Y QUÍMICA"
"PREG-00275-03-00","UNIVERSIDAD CATÓLICA DEL MAULE","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA"
"PREG-00319-01-00","UNIVERSIDAD DE ACONCAGUA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA"
"PREG-00330-02-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA"
"PREG-00682-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA"
"PREG-00691-02-00","UNIVERSIDAD DEL PACÍFICO","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA"
"PREG-00723-02-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA"
"PREG-00912-01-00","UNIVERSIDAD MIGUEL DE CERVANTES","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA"
"PREG-00684-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN MUSICAL"
"PREG-00225-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN MUSICAL"
"PREG-00331-01-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"PEDAGOGÍA EN FILOSOFÍA"
"PREG-00213-02-00","UNIVERSIDAD AUTÓNOMA DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS"
"PREG-00726-02-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS"
"PREG-00720-02-00","UNIVERSIDAD IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA UNICIT","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y FÍSICA"
"PREG-00059-02-00","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y FÍSICA"
"PREG-00689-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y FÍSICA"
"PREG-00932-01-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"PEDAGOGÍA EN QUÍMICA"
"PREG-00111-03-00","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","No acreditada",,,,,,"PEDAGOGÍA EN RELIGIÓN Y MORAL"
"PREG-00126-02-00","UNIVERSIDAD ADVENTISTA DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES"
"PREG-00496-03-00","UNIVERSIDAD DE LAS AMÉRICAS","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES"
"PREG-00642-05-00","UNIVERSIDAD VIÑA DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00695-02-00","UNIVERSIDAD DEL PACÍFICO","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00681-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00392-02-00","UNIVERSIDAD UCINF","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00995-03-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00819-03-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-01161-01-00","UNIVERSIDAD LOS LEONES","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES"
"PREG-00623-03-00","UNIVERSIDAD DE TARAPACÁ","No acreditada",,,,,,"PEDAGOGÍA EN QUÍMICA Y CIENCIAS NATURALES"
